name,latitude,longitude,city,region,cuisine,Price Range,Restauarant Website,michelin_stars
Pétrus,51.49951,-0.15662,Belgravia,United Kingdom,French,,,1
Veeraswamy,51.51008,-0.13809,Mayfair,United Kingdom,Indian,30 - 78 GBP,https://www.veeraswamy.com/,1
Barrafina,51.51375,-0.1318,Soho,United Kingdom,Spanish,20 - 40 GBP,https://www.barrafina.co.uk/,1
Hide,51.506077,-0.144289,Mayfair,United Kingdom,Modern British,,,1
Ritz Restaurant,51.50728,-0.14141,Westminster,United Kingdom,Modern British,56 - 115 GBP,https://www.theritzlondon.com/,1
Elystan Street,51.49124,-0.16724,Chelsea,United Kingdom,Modern British,35 - 105 GBP,https://www.elystanstreet.com/,1
Seven Park Place,51.50623,-0.13998,Saint James's,United Kingdom,Modern cuisine,35 - 95 GBP,https://www.stjameshotelandclub.com/,1
Ikoyi,51.509212,-0.1334389,Saint James's,United Kingdom,Creative,60 - 150 GBP,https://www.ikoyilondon.com/,1
Aquavit,51.508713,-0.1334072,Saint James's,United Kingdom,Scandinavian,,,1
Five Fields,51.49168,-0.16124,Chelsea,United Kingdom,Modern cuisine,95 - 120 GBP,https://www.fivefieldsrestaurant.com/,1
Dining Room at The Goring,51.49763,-0.14556,Victoria,United Kingdom,Traditional British,52 - 78 GBP,https://www.thegoring.com/,1
St John,51.52064,-0.10133,Clerkenwell,United Kingdom,Traditional British,32 - 50 GBP,https://www.stjohnrestaurant.com/,1
Quilon,51.49863,-0.13726,Victoria,United Kingdom,Indian,41 - 95 GBP,http://www.quilon.co.uk/,1
Club Gascon,51.51857,-0.10031,London,United Kingdom,French,70 - 95 GBP,https://www.clubgascon.com/,1
A. Wong,51.49318,-0.14128,Victoria,United Kingdom,Chinese,,,1
The Clove Club,51.52711,-0.07927,Shoreditch,United Kingdom,Modern cuisine,65 - 145 GBP,https://www.thecloveclub.com/,1
Leroy,51.524086,-0.0815337,Shoreditch,United Kingdom,Modern British,25 - 48 GBP,https://www.leroyshoreditch.com/,1
Angler,51.51894,-0.08625,Finsbury,United Kingdom,Seafood,38 - 100 GBP,https://www.anglerrestaurant.com/,1
Brat,51.52427,-0.0767681,Shoreditch,United Kingdom,Traditional British,32 - 85 GBP,,1
Lyle's,51.52378,-0.07704,Shoreditch,United Kingdom,Modern British,35 - 79 GBP,https://www.lyleslondon.com/,1
Galvin La Chapelle,51.52032,-0.0781,Spitalfields,United Kingdom,French,43 - 89 GBP,https://www.galvinrestaurants.com/,1
City Social,51.51521,-0.08431,City of London,United Kingdom,Modern cuisine,60 - 78 GBP,https://www.citysociallondon.com/,1
La Dame de Pic,51.510372,-0.0788981,City of London,United Kingdom,Modern French,90 - 165 EUR,https://www.anne-sophie-pic.com/,1
Story,51.50268,-0.07774,Bermondsey,United Kingdom,Modern cuisine,,,1
Trinity,51.46336,-0.14148,Clapham Common,United Kingdom,Modern cuisine,55 - 95 GBP,https://www.trinityrestaurant.co.uk/,1
Chez Bruce,51.44607,-0.16553,Wandsworth,United Kingdom,French,50 - 65 GBP,https://www.chezbruce.co.uk/,1
Sorrel,51.228825,-0.3346741,Dorking,United Kingdom,Modern British,50 - 95 GBP,https://www.sorrelrestaurant.co.uk/,1
Restaurant Tristan,51.062347,-0.326034,Horsham,United Kingdom,Modern British,50 - 100 GBP,https://www.restauranttristan.co.uk/,1
Gravetye Manor,51.08932,-0.05691,Gravetye,United Kingdom,Modern British,60 - 95 GBP,https://www.gravetyemanor.co.uk/,1
The Sportsman,51.34392,0.95885,Seasalter,United Kingdom,Modern British,,,1
West House,51.11521,0.64215,Biddenden,United Kingdom,Modern British,,,1
Fordwich Arms,51.295284,1.1261871,Fordwich,United Kingdom,Modern cuisine,54 - 190 GBP,www.fordwicharms.co.uk,1
Samphire,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,,,1
Bohemia,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,45 - 99 GBP,https://www.bohemiajersey.com/,1
