,name,latitude,longitude,city,region,cuisine,url,michelin_stars
529,A. Wong,51.493179999999995,-0.14128,Victoria,United Kingdom,Chinese,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong,1
530,The Clove Club,51.52711,-0.07927000000000001,Shoreditch,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,1
531,Leroy,51.524086,-0.0815337,Shoreditch,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,1
532,Angler,51.51894,-0.08625,Finsbury,United Kingdom,Seafood,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235,1
533,Brat,51.52427,-0.0767681,Shoreditch,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat,1
534,Lyle's,51.52378,-0.07704,Shoreditch,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,1
535,Galvin La Chapelle,51.52032,-0.0781,Spitalfields,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle,1
536,City Social,51.515209999999996,-0.08431,City of London,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social,1
537,La Dame de Pic,51.510372,-0.07889810000000001,City of London,United Kingdom,Modern French,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,1
538,Story,51.50268,-0.07774,Bermondsey,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,1
539,Trinity,51.463359999999994,-0.14148,Clapham Common,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,1
540,Chez Bruce,51.44607,-0.16552999999999998,Wandsworth,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce,1
541,Sorrel,51.228825,-0.3346741,Dorking,United Kingdom,Modern British,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,1
542,Restaurant Tristan,51.062346999999995,-0.326034,Horsham,United Kingdom,Modern British,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,1
543,Gravetye Manor,51.08932,-0.05691,Gravetye,United Kingdom,Modern British,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor,1
544,The Sportsman,51.343920000000004,0.95885,Seasalter,United Kingdom,Modern British,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,1
545,West House,51.11521,0.64215,Biddenden,United Kingdom,Modern British,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house,1
546,Fordwich Arms,51.295284,1.1261871,Fordwich,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms,1
547,Samphire,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,1
548,Bohemia,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia,1
549,SENNS.Restaurant,47.83636,13.063889999999999,Salzburg,Austria,Creative,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,2
550,Ikarus,47.795359999999995,13.00695,Salzburg,Austria,Creative,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,2
551,Mraz & Sohn,48.23129,16.37637,Wien,Austria,Creative,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,2
552,Konstantin Filippou,48.21056,16.37996,Wien,Austria,Modern cuisine,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,2
553,Silvio Nickol Gourmet Restaurant,48.20558,16.376929999999998,Wien,Austria,Modern cuisine,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,2
554,Steirereck im Stadtpark,48.202290000000005,16.3805,Wien,Austria,Creative,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,2
555,Baumé,37.4285,-122.14272,South San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,2
556,Commis,37.82476,-122.25505,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,2
557,Californios,37.75555,-122.41714499999999,San Francisco,California,Mexican,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,2
558,Lazy Bear,37.760203999999995,-122.41968999999999,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,2
559,Saison,37.76327,-122.41543,San Francisco,California,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2
560,Campton Place,37.789229999999996,-122.40665,San Francisco,California,Indian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,2
561,Coi,37.798120000000004,-122.40331,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,2
562,Acquerello,37.79167,-122.42131,San Francisco,California,Italian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,2
563,Urasawa,34.067352,-118.40066999999999,Los Angeles,California,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,2
564,Sushi Ginza Onodera,34.08238,-118.37653999999999,Los Angeles,California,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,2
565,Somni,34.070095,-118.37648999999999,Los Angeles,California,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,2
566,Providence,34.083523,-118.33018999999999,Los Angeles,California,Seafood,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,2
567,n/naka,34.025259999999996,-118.41206000000001,Los Angeles,California,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2
568,Vespertine,34.024204,-118.38166000000001,Los Angeles,California,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2
569,Smyth,41.885,-87.660736,Chicago,Chicago,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,2
570,Oriole,41.886196000000005,-87.64513000000001,Chicago,Chicago,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,2
571,Acadia,41.85904,-87.62562,Chicago,Chicago,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,2
572,KOKS,62.136669999999995,-7.022025,Leynar,Denmark,Creative,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,2
573,Henne Kirkeby Kro,55.72682,8.242021000000001,Henne,Denmark,Classic cuisine,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,2
574,a‚o‚c,55.68305,12.589210000000001,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac,2
575,noma,55.683319999999995,12.61006,København,Denmark,Creative,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,2
576,Kadeau Copenhagen,55.67219,12.58848,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,2
577,Spondi,37.96525,23.742971,Athína,Greece,French,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,2
578,Sun Tung Lok,22.30099,114.17221,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,2
579,Yan Toh Heen,22.293337,114.17395,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,2
580,Tin Lung Heen,22.30357,114.16006999999999,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,2
581,Tenku RyuGin,22.30331,114.16021,Hong Kong,Hong Kong,Japanese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,2
582,Forum,22.281616,114.1824,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,2
583,Sushi Saito,22.286467000000002,114.15677,Hong Kong,Hong Kong,Sushi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,2
584,Pierre,22.282127,114.15948,Hong Kong,Hong Kong,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,2
585,Ying Jee Club,22.284338,114.156654,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,2
586,Écriture,22.28315,114.1554,Hong Kong,Hong Kong,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,2
587,Ta Vie,22.282766,114.15529,Hong Kong,Hong Kong,Innovative,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,2
588,Amber,22.280596,114.15763999999999,Hong Kong,Hong Kong,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032,2
589,Kashiwaya,22.280642999999998,114.15673999999999,Hong Kong,Hong Kong,Japanese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,2
590,Onyx,47.49712,19.05067,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,2
591,Feng Wei Ju,22.18996,113.54794,Macau,Macau,Hunanese and Sichuan,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju,2
592,Golden Flower,22.18753,113.54806,Macau,Macau,Chinese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower,2
593,Mizumi (Macau),22.188755,113.54488,Macau,Macau,Japanese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,2
594,The Tasting Room,22.14958,113.56505,Macau,Macau,French contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,2
595,Alain Ducasse at Morpheus,22.14293,113.563774,Macau,Macau,French contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,2
596,L'Atelier de Joël Robuchon,40.742905,-74.00769,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,2
597,Jungsik,40.718685,-74.00910999999999,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,2
598,Atera,40.716797,-74.00565,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera,2
599,Jean-Georges,40.76907,-73.98155,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2
600,Marea,40.76749,-73.98114,New York,New York City,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2
601,Gabriel Kreuther,40.75397,-73.982025,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2
602,Ichimura at Uchū,40.721832,-73.99011999999999,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2
603,Sushi Ginza Onodera,40.752396000000005,-73.981575,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2
604,Ko,40.72909,-73.98448,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2
605,The Modern,40.76106,-73.97628,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2
606,Aquavit,40.76078,-73.97214,New York,New York City,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,2
607,Daniel,40.7666,-73.96745,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2
608,Aska,40.71222,-73.96642,New York,New York City,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,2
609,Blanca,40.70492,-73.93354000000001,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2
610,Patrick Guilbaud,53.338930000000005,-6.25283,City Centre,Ireland,Modern French,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,2
611,Oro,-22.98601,-43.224709999999995,Rio de Janeiro - 22441,Rio de Janeiro,creative,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,2
612,Tuju,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,creative,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju,2
613,D.O.M.,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,creative,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,2
614,Kojima,37.52559,127.04193000000001,Seoul,South Korea,Sushi,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,2
615,Jungsik,37.525585,127.04106999999999,Seoul,South Korea,Korean contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,2
616,Kwonsooksoo,37.526752,127.03571000000001,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,2
617,Mingles,37.52219,127.0392,Seoul,South Korea,Korean contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,2
618,Alla Prima,37.518440000000005,127.03008,Seoul,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima,2
619,Waku Ghin,1.283175,103.8598,Singapore,Singapore,Japanese contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin,2
620,Odette,1.2896458999999998,103.8516,Singapore,Singapore,French contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,2
621,Shoukouwa,1.2863698000000001,103.854,Singapore,Singapore,Sushi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,2
622,Shisen Hanten,1.302395,103.8365,Singapore,Singapore,Chinese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,2
623,Les Amis,1.3066648,103.8314,Singapore,Singapore,French,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,2
624,Fäviken Magasinet,63.43626,13.293370000000001,Järpen,Sweden,Creative,https://guide.michelin.com/se/en/jamtland/jarpen/restaurant/faviken-magasinet,2
625,Gastrologik,59.33365,18.0807,Stockholm,Sweden,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/gastrologik,2
626,Oaxen Krog,59.322342000000006,18.101831,Stockholm,Sweden,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,2
627,Vollmers,55.604427,12.995847999999999,Malmö,Sweden,Creative,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers,2
628,Daniel Berlin,55.61246,13.99265,Skåne-Tranås,Sweden,Creative,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin,2
629,RAW,25.082666,121.559525,Taipei,Taipei,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,2
630,Shoun RyuGin,25.08258,121.5595,Taipei,Taipei,Japanese contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,2
631,Taïrroir,25.082718,121.559296,Taipei,Taipei,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,2
632,Sushi Amamoto,25.037945,121.55487,Taipei,Taipei,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,2
633,The Guest House,25.04486,121.52198,Taipei,Taipei,Sichuan-Huai Yang,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,2
634,Gaggan,13.737679,100.54214499999999,Bangkok,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaggan,2
635,Sühring,13.710947,100.545654,Bangkok,Thailand,European contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,2
636,Mezzaluna,13.722148,100.51691,Bangkok,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,2
637,Le Normandie,13.723197,100.513855,Bangkok,Thailand,French contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,2
638,minibar,38.896294,-77.02386,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2
639,Pineapple and Pearls,38.880707,-76.99514,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2
640,Andrew Fairlie at Gleneagles,56.283390000000004,-3.75149,Auchterarder,United Kingdom,Creative French,https://guide.michelin.com/gb/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,2
641,L'Enclume,54.201885,-2.953807,Cartmel,United Kingdom,Creative,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,2
642,Raby Hunt,54.566469999999995,-1.6892580000000001,Summerhouse,United Kingdom,Modern British,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,2
643,Moor Hall,53.541619999999995,-2.8895494999999998,Aughton,United Kingdom,Modern British,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,2
644,Restaurant Sat Bains,52.924380000000006,-1.1733198,Nottingham,United Kingdom,Creative,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,2
645,Restaurant Nathan Outlaw,50.594086,-4.82854,Port Isaac,United Kingdom,Seafood,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,2
646,Belmond Le Manoir aux Quat' Saisons,51.71674,-1.0918700000000001,Great Milton,United Kingdom,French,https://guide.michelin.com/gb/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,2
647,Midsummer House,52.21243,0.12779000000000001,Cambridge,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,2
648,Hand and Flowers,51.57031,-0.78113,Marlow,United Kingdom,Modern British,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/hand-and-flowers,2
649,Ledbury,51.516740000000006,-0.20007,North Kensington,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,2
650,CORE by Clare Smyth,51.512609999999995,-0.2030516,North Kensington,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/core-by-clare-smyth,2
651,Le Gavroche,51.51127,-0.15517,Mayfair,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/le-gavroche,2
652,Kitchen Table at Bubbledogs,51.52041,-0.13647,Bloomsbury,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/kitchen-table-at-bubbledogs,2
653,Hélène Darroze at The Connaught,51.5101,-0.1495701,Mayfair,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/helene-darroze-at-the-connaught,2
654,Dinner by Heston Blumenthal,51.50208,-0.16011,Hyde Park,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/greater-london/hyde-park/restaurant/dinner-by-heston-blumenthal,2
655,Umu,51.5113,-0.14455,Mayfair,United Kingdom,Japanese,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/umu,2
656,Sketch (The Lecture Room & Library),51.51287,-0.14135999999999999,Mayfair,United Kingdom,Modern French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library,2
657,Greenhouse,51.507690000000004,-0.14926,Mayfair,United Kingdom,Creative,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/greenhouse69393,2
658,Claude Bosi at Bibendum,51.49341,-0.16908929999999997,Chelsea,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/claude-bosi-at-bibendum,2
659,Amador,48.254059999999996,16.35915,Wien,Austria,Creative,https://guide.michelin.com/at/en/vienna/wien/restaurant/amador,3
660,Manresa,37.22761,-121.98071000000002,South San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3
661,Benu,37.78521,-122.39876000000001,San Francisco,California,Asian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu,3
662,Quince,37.79762,-122.40337,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3
663,Atelier Crenn,37.79835,-122.43586,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,3
664,The French Laundry,38.40443,-122.36474,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,3
665,The Restaurant at Meadowood,38.52025,-122.46479,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,3
666,SingleThread,38.612164,-122.86970500000001,San Francisco,California,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,3
667,Alinea,41.91328,-87.64798,Chicago,Chicago,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,3
668,Geranium,55.70393000000001,12.57197,København,Denmark,Creative,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/geranium,3
669,T'ang Court,22.296572,114.1698,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court,3
670,Bo Innovation,22.276139999999998,114.171,Hong Kong,Hong Kong,Innovative,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/bo-innovation,3
671,Lung King Heen,22.28665,114.15673999999999,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,3
672,Caprice,22.286645999999998,114.15661999999999,Hong Kong,Hong Kong,French,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice,3
673,8½ Otto e Mezzo - Bombana,22.28189,114.15839,Hong Kong,Hong Kong,Italian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,3
674,L'Atelier de Joël Robuchon,22.281198999999997,114.15816000000001,Hong Kong,Hong Kong,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,3
675,Sushi Shikon,22.28511,114.15208,Hong Kong,Hong Kong,Sushi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,3
676,The Eight,22.190475,113.54341000000001,Macau,Macau,Chinese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,3
677,Robuchon au Dôme,22.189949,113.54395,Macau,Macau,French contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,3
678,Jade Dragon,22.149137,113.56715,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/jade-dragon,3
679,Maaemo,59.910477,10.760408,Oslo,Norway,Modern cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,3
680,Masa,40.76855,-73.98335,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3
681,Per Se,40.76828,-73.98292,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3
682,Le Bernardin,40.76177,-73.98223,New York,New York City,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3
683,Eleven Madison Park,40.7417,-73.98711999999999,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,3
684,Chef's Table at Brooklyn Fare,40.68872,-73.98581,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,3
685,La Yeon,37.555813,127.00516999999999,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,3
686,Gaon,37.52265,127.03595,Seoul,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gaon,3
687,Frantzén,59.33418,18.058120000000002,Stockholm,Sweden,Modern cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen,3
688,Le Palais,25.049495999999998,121.51673999999998,Taipei,Taipei,Cantonese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,3
689,The Inn at Little Washington,38.713623,-78.16208,"Washington, D.C.",Washington DC,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3
690,Fat Duck,51.50828,-0.7023199999999999,Bray,United Kingdom,Creative,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/fat-duck,3
691,Waterside Inn,51.50773,-0.70121,Bray,United Kingdom,Classic French,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn,3
692,Alain Ducasse at The Dorchester,51.50712,-0.1525201,Mayfair,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alain-ducasse-at-the-dorchester,3
693,The Araki,51.511826,-0.140389,Mayfair,United Kingdom,Japanese,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,3
694,Gordon Ramsay,51.485459999999996,-0.1620201,Chelsea,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/gordon-ramsay,3
