ICAO_Code,Airport_Name,City_Town,Country,Latitude_Decimal_Degrees,Longitude_Decimal_Degrees
EDDE,ERFURT,ERFURT,GERMANY,50.98,10.958
EDDF,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543
EDDG,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,52.13399999999999,7.685
EDDH,HAMBURG,HAMBURG,GERMANY,53.63,9.988
EDDI,TEMPELHOF,BERLIN,GERMANY,52.473,13.404000000000002
EDDK,KOLN BONN,COLOGNE,GERMANY,50.86600000000001,7.143
EDDL,DUSSELDORF,DUESSELDORF,GERMANY,51.288999999999994,6.767
EDDM,MUNICH,MUNICH,GERMANY,48.354,11.786
EDDN,NURNBERG,NUERNBERG,GERMANY,49.498999999999995,11.078
EDDP,LEIPZIG HALLE,LEIPZIG,GERMANY,51.424,12.235999999999999
EDDR,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49.214,7.109
EDDS,STUTTGART,STUTTGART,GERMANY,48.69,9.222000000000001
EDDT,TEGEL,BERLIN,GERMANY,52.559,13.287
EDDV,HANNOVER,HANNOVER,GERMANY,52.461000000000006,9.685
EDDW,BREMEN,BREMEN,GERMANY,53.047,8.787
EDFE,EGELSBACH,EGELSBACH,GERMANY,49.961000000000006,8.644
EDFH,FRANKFURT HAHN,HAHN,GERMANY,49.95,7.263999999999999
EDFM,MANNHEIM CITY,MANNHEIM,GERMANY,49.473,8.514
EDFQ,ALLENDORF EDER,ALLENDORF,GERMANY,51.035,8.679
EDFV,WORMS,WORMS,GERMANY,49.606,8.368
EDFZ,MAINZ FINTHEN,MAINZ,GERMANY,49.968999999999994,8.147
EDGE,EISENACH KINDEL,EISENACH,GERMANY,50.993,10.472999999999999
EDGS,SIEGERLAND,SIEGERLAND,GERMANY,50.708,8.082
EDHI,HAMBURG FINKENWERDER,HAMBURG,GERMANY,53.535,9.835
EDHK,KIEL HOLTENAU,KIEL,GERMANY,54.379,10.145
EDHL,LUBECK BLANKENSEE,LUEBECK,GERMANY,53.805,10.719000000000001
EDKA,AACHEN MERZBRUCK,AACHEN,GERMANY,50.823,6.187
EDKV,DAHLEMER BINZ,DAHLEMER BINZ,GERMANY,50.406000000000006,6.528
EDKZ,MEINERZHAGEN,MEINERZHAGEN,GERMANY,51.099,7.602
EDLA,ARNSBERG MENDEN,ARNSBERG,GERMANY,51.483000000000004,7.899
EDLC,KAMP LINTFORT,KAMP,GERMANY,51.53,6.537000000000001
EDLE,ESSEN MULHEIM,ESSEN,GERMANY,51.401,6.936
EDLN,MONCHENGLADBACH,MOENCHENGLADBACH,GERMANY,51.23,6.504
EDLP,PADERBORN LIPPSTADT,PADERBORN,GERMANY,51.614,8.616
EDLS,STADTLOHN VREDEN,STADTLOHN,GERMANY,51.996,6.84
EDLW,DORTMUND,DORTMUND,GERMANY,51.518,7.612
EDMA,AUGSBURG,AUGSBURG,GERMANY,48.425,10.932
EDMB,BIBERACH AN DER RISS,BIBERACH,GERMANY,48.111000000000004,9.763
EDME,EGGENFELDEN,EGGENFELDEN,GERMANY,48.396,12.724
EDMO,OBERPFAFFENHOFEN,OBERPFAFFENHOFEN,GERMANY,48.081,11.283
EDMS,STRAUBING,STRAUBING,GERMANY,48.901,12.517999999999999
EDMV,VILSHOFEN,VILSHOFEN,GERMANY,48.636,13.195
EDNL,LEUTKIRCH UNTERZEIL,LEUTKIRCH,GERMANY,47.858999999999995,10.014
EDNY,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.67100000000001,9.511000000000001
EDOP,SCHWERIN PARCHIM,PARCHIM,GERMANY,53.427,11.783
EDOV,STENDAL BORSTEL,STENDAL,GERMANY,52.629,11.82
EDPA,AALEN HEIDENHEIM ELCHINGEN,AALEN-HEIDENHEIM,GERMANY,48.778,10.264000000000001
EDQC,COBURG BRANDENSTEINSEBENE,COBURG,GERMANY,50.263000000000005,10.995999999999999
EDQD,BAYREUTH,BAYREUTH,GERMANY,49.983999999999995,11.638
EDQE,BURG FEUERSTEIN,BURG FEUERSTEIN,GERMANY,49.794,11.132
EDQM,HOF PLAUEN,HOF,GERMANY,50.288999999999994,11.855
EDQP,ROSENTHAL FIELD PLOSSEN,ROSENTHAL,GERMANY,49.863,11.788
EDQT,HASSFURT SCHWEINFURT,HASSFURT,GERMANY,50.018,10.529000000000002
EDRK,KOBLENZ WINNINGEN,KOBLENZ,GERMANY,50.325,7.531000000000001
EDRT,TRIER FOHREN,TRIER,GERMANY,49.863,6.789
EDRY,SPEYER,SPEYER,GERMANY,49.302,8.451
EDRZ,ZWEIBRUCKEN,ZWEIBRUECKEN,GERMANY,49.208999999999996,7.401
EDTB,BADEN OOS,BADEN-BADEN,GERMANY,48.791000000000004,8.187000000000001
EDTD,DONAUESCHINGEN VILLINGEN,DONAUESCHINGEN,GERMANY,47.973,8.522
EDTF,FREIBURG,FREIBURG,GERMANY,48.02,7.834
EDTK,KARLSRUHE FORCHHEIM,KARLSRUHE,GERMANY,48.982,8.333
EDTM,MENGEN HOHENTENGEN,MENGEN,GERMANY,48.053999999999995,9.373
EDTY,SCHWABISCH HALL HESSENTAL,SCHWAEBISCH HALL,GERMANY,49.118,9.777000000000001
EDUS,FINSTERWALDE SCHACKSDORF,SOEST,GERMANY,51.608000000000004,13.738
EDVE,BRAUNSCHWEIG,BRAUNSCHWEIG,GERMANY,52.318999999999996,10.556
EDVK,KASSEL CALDEN,KASSEL,GERMANY,51.408,9.378
EDVM,HILDESHEIM,HILDESHEIM,GERMANY,52.177,9.946
EDWB,BREMERHAVEN,BREMERHAVEN,GERMANY,53.503,8.573
EDWD,LEMWERDER,LEMWERDER,GERMANY,53.143,8.623
EDWE,EMDEN,EMDEN,GERMANY,53.391000000000005,7.227
EDWF,LEER PAPENBURG,LEER,GERMANY,53.272,7.443
EDWI,WILHELMSHAVEN MARIENSIEL,WILHELMSHAVEN,GERMANY,53.505,8.052999999999999
EDWR,BORKUM,BORKUM,GERMANY,53.595,6.709
EDWY,NORDERNEY,NORDERNEY,GERMANY,53.707,7.23
EDXF,FLENSBURG SCHAFERHAUS,FLENSBURG,GERMANY,54.772,9.378
EDXR,RENDSBURG SCHACHTHOLM,RENDSBURG,GERMANY,54.221000000000004,9.601
EDXW,WESTERLAND SYLT,WESTERLAND,GERMANY,54.913000000000004,8.34
EEEI,AMARI,ARMARI AIR FORCE BASE,ESTONIA,59.25899999999999,24.204
EEKA,KARDLA,KARDLA,ESTONIA,58.99100000000001,22.831
EEKE,KURESSAARE,KURESSAARE,ESTONIA,58.23,22.509
EEPU,PARNU,PARNU,ESTONIA,58.419,24.473000000000003
EETN,TALLINN,TALLINN-ULEMISTE INTERNATIONAL,ESTONIA,59.413000000000004,24.833000000000002
EETU,TARTU,TARTU-ULENURME,ESTONIA,58.306999999999995,26.69
EFET,ENONTEKIO,ENONTEKIO,FINLAND,68.362,23.424
EFEU,EURA,EURA,FINLAND,61.11600000000001,22.201
EFHA,HALLI,HALLI,FINLAND,61.856,24.785999999999998
EFHF,HELSINKI MALMI,HELSINKI,FINLAND,60.254,25.043000000000003
EFHK,HELSINKI VANTAA,HELSINKI,FINLAND,60.32,24.956
EFHM,HAMEENKYRO,HAMEENKYRO,FINLAND,61.68899999999999,23.074
EFHN,HANKO,HANKO,FINLAND,59.849,23.083000000000002
EFHV,HYVINKAA,HYVINKAA,FINLAND,60.653999999999996,24.881
EFIK,KIIKALA,KIKALA,FINLAND,60.463,23.651999999999997
EFIM,IMMOLA,IMMOLA,FINLAND,61.248999999999995,28.904
EFIT,KITEE,KITEE,FINLAND,62.166000000000004,30.074
EFIV,IVALO,IVALO,FINLAND,68.607,27.405
EFJO,JOENSUU,JOENSUU,FINLAND,62.659,29.624000000000002
EFJY,JYVASKYLA,JYVASKYLA,FINLAND,62.398999999999994,25.678
EFKA,KAUHAVA,KAUHAVA,FINLAND,63.126999999999995,23.051
EFKE,KEMI TORNIO,KEMI,FINLAND,65.782,24.599
EFKI,KAJAANI,KAJAANI,FINLAND,64.285,27.691999999999997
EFKJ,KAUHAJOKI,KAUHAJOKI,FINLAND,62.463,22.393
EFKK,KRUUNUPYY,KRUUNUPYY,FINLAND,63.721000000000004,23.143
EFKM,KEMIJARVI,KEMIJARVI,FINLAND,66.71300000000001,27.156999999999996
EFKS,KUUSAMO,KUUSAMO,FINLAND,65.987,29.239
EFKT,KITTILA,KITTILA,FINLAND,67.70100000000001,24.846999999999998
EFKU,KUOPIO,KUOPIO,FINLAND,63.007,27.798000000000002
EFLA,LAHTI VESIVEHMAA,VESIVEHMAA,FINLAND,61.144,25.693
EFLP,LAPPEENRANTA,LAPPEENRANTA,FINLAND,61.044,28.144000000000002
EFMA,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898
EFME,MENKIJARVI,MENKIJARVI,FINLAND,62.946999999999996,23.519000000000002
EFMI,MIKKELI,MIKKELI,FINLAND,61.68600000000001,27.201999999999998
EFNU,NUMMELA,NUMMELA,FINLAND,60.333999999999996,24.296
EFOU,OULU,OULU,FINLAND,64.93,25.354
EFPI,PIIKAJARVI,PIIKAJARVI,FINLAND,61.246,22.193
EFPO,PORI,PORI,FINLAND,61.461999999999996,21.8
EFPU,PUDASJARVI,PUDASJARVI,FINLAND,65.402,26.947
EFPY,PYHASALMI,PYHASALMI,FINLAND,63.732,25.926
EFRH,RAAHE PATTIJOKI,PATTIJOKI,FINLAND,64.688,24.695999999999998
EFRN,RANTASALMI,RANTASALMI,FINLAND,62.065,28.355999999999998
EFRO,ROVANIEMI,ROVANIEMI,FINLAND,66.565,25.83
EFRY,RAYSKALA,RAYSKALA,FINLAND,60.745,24.108
EFSA,SAVONLINNA,SAVONLINNA,FINLAND,61.943000000000005,28.945
EFSE,SELANPAA,SELANPAA,FINLAND,61.062,26.799
EFSO,SODANKYLA,SODANKYLA,FINLAND,67.395,26.619
EFTP,TAMPERE PIRKKALA,TAMPERE,FINLAND,61.413999999999994,23.604
EFTS,TEISKO,TEISKO,FINLAND,61.773,24.026999999999997
EFTU,TURKU,TURKU,FINLAND,60.513999999999996,22.263
EFUT,UTTI,UTTI,FINLAND,60.896,26.938000000000002
EFVA,VAASA,VAASA,FINLAND,63.051,21.761
EFVR,VARKAUS,VARKAUS,FINLAND,62.17100000000001,27.869
EFYL,YLIVIESKA,YLIVIESKA-RAUDASKYLA,FINLAND,64.06,24.715999999999998
EGAA,ALDERGROVE,BELFAST,NORTH IRELAND,54.657,-6.216
EGAB,ST ANGELO,ENNISKILLEN,ENGLAND,54.398999999999994,-7.652
EGAC,CITY,BELFAST,NORTH IRELAND,54.618,-5.872999999999999
EGAE,LONDONDERRY EGLINTON,LONDONDERRY,NORTH IRELAND,55.043,-7.1610000000000005
EGBB,BIRMINGHAM,BIRMINGHAM,ENGLAND,52.45399999999999,-1.7480000000000002
EGBE,COVENTRY,COVENTRY,ENGLAND,52.37,-1.48
EGBG,LEICESTER,LEICESTER,ENGLAND,52.608000000000004,-1.032
EGBJ,GLOUCESTERSHIRE,GOLOUCHESTERSHIRE,ENGLAND,51.894,-2.167
EGBN,NOTTINGHAM,NOTTINGHAM,ENGLAND,52.92,-1.079
EGBO,WOLVERHAMPTON,HALFPENNY GREEN,ENGLAND,52.516999999999996,-2.26
EGBP,KEMBLE,PAILTON,UK,51.668,-2.057
EGBT,TURWESTON,TURWESTON,UK,52.041000000000004,-1.0959999999999999
EGCC,MANCHESTER,MANCHESTER,ENGLAND,53.354,-2.275
EGCD,MANCHESTER WOODFORD,WOODFORT,ENGLAND,53.338,-2.149
EGCF,SANDTOFT,SANDTOFT,UK,53.56,-0.858
EGDC,CHIVENOR,CHIVENOR,ENGLAND,51.086999999999996,-4.15
EGDG,ST MAWGAN,NEWQUAI,ENGLAND,50.441,-4.995
EGDL,LYNEHAM,LYNEHAM,UK,51.505,-1.993
EGDM,BOSCOMBE DOWN,BOSCOMBE DOWN,ENGLAND,51.152,-1.7469999999999999
EGDR,CULDROSE,CULDROSE,ENGLAND,50.086000000000006,-5.256
EGDX,ST ATHAN,ST. ATHAN,UK,51.405,-3.4360000000000004
EGDY,YEOVILTON,YEOVILTON,UK,51.00899999999999,-2.639
EGFE,HAVERFORDWEST,HAVERFORDWEST,ENGLAND,51.833,-4.961
EGFF,CARDIFF,CARDIFF,WALES,51.397,-3.343
EGFH,SWANSEA,SWANSEA,ENGLAND,51.605,-4.0680000000000005
EGGD,BRISTOL,BRISTOL,ENGLAND,51.383,-2.719
EGGP,LIVERPOOL,LIVERPOOL,ENGLAND,53.333999999999996,-2.85
EGGW,LUTON,LONDON,ENGLAND,51.873999999999995,-0.368
EGHD,PLYMOUTH,PLYMOUTH,ENGLAND,50.423,-4.106
EGHH,BOURNEMOUTH,BOURNEMOUTH,ENGLAND,50.78,-1.8430000000000002
EGHI,SOUTHAMPTON,SOUTHAMPTON,ENGLAND,50.95,-1.357
EGHL,LASHAM,LASHAM,ENGLAND,51.185,-1.032
EGJB,GUERNSEY,GUERNSEY,GUERNSEY ISLD.,49.435,-2.602
EGJJ,JERSEY,JERSEY,ENGLAND,49.208,-2.195
EGKA,SHOREHAM,SHOREHAM BY SEA,ENGLAND,50.836000000000006,-0.297
EGKB,BIGGIN HILL,BIGGIN HILL,ENGLAND,51.331,0.033
EGKK,GATWICK,LONDON,ENGLAND,51.148,-0.19
EGLC,CITY,LONDON,ENGLAND,51.505,0.054000000000000006
EGLF,FARNBOROUGH,FARNBOROUGH,ENGLAND,51.276,-0.7759999999999999
EGLJ,CHALGROVE,CHALSGROVE,ENGLAND,51.676,-1.081
EGLK,BLACKBUSHE,BLACKBUSHE,ENGLAND,51.324,-0.848
EGLL,HEATHROW,LONDON,ENGALND,51.477,-0.461
EGMC,SOUTHEND,SOUTHEND,ENGLAND,51.571000000000005,0.696
EGMD,LYDD,LYDD,UK,50.956,0.9390000000000001
EGMH,MANSTON,MANSTON,ENGLAND,51.342,1.3459999999999999
EGNB,BROUGH,BROUGH,ENGLAND,53.718999999999994,-0.5660000000000001
EGNC,CARLISLE,CARLISLE,ENGLAND,54.938,-2.8089999999999997
EGNH,BLACKPOOL,BLACKPOOL,ENGLAND,53.772,-3.029
EGNJ,HUMBERSIDE,HUMBERSIDE,ENGLAND,53.574,-0.35100000000000003
EGNL,WALNEY ISLAND,BARROW ISLAND,ENGLAND,54.13,-3.2560000000000002
EGNM,LEEDS BRADFORD,LEEDS,ENGLAND,53.86600000000001,-1.661
EGNO,WARTON,WARTON,UK,53.745,-2.883
EGNR,HAWARDEN,HAWARDEN,ENGLAND,53.178000000000004,-2.978
EGNS,ISLE OF MAN,ISLE OF MAN,ENGLAND,54.083,-4.624
EGNT,NEWCASTLE,NEWCASTLE,ENGLAND,55.038000000000004,-1.692
EGNV,TEESSIDE,TEESSIDE,ENGLAND,54.50899999999999,-1.429
EGNX,EAST MIDLANDS,EAST MIDLANDS,ENGLAND,52.831,-1.328
EGOD,LLANBEDR,LLANBEDR,ENGLAND,52.812,-4.123
EGOE,TERNHILL,TERNHILL,UK,52.871,-2.533
EGOQ,MONA,MONA,UK,53.258,-4.373
EGOS,SHAWBURY,SHAWBURY,UK,52.798,-2.668
EGOV,VALLEY,VALLEY,UK,53.248000000000005,-4.535
EGOW,WOODVALE,WOODVALE,UK,53.581,-3.055
EGOY,WEST FREUGH,WEST FREUGH,UK,54.851000000000006,-4.948
EGPA,KIRKWALL,KIRKWALL,SCOTLAND,58.958,-2.905
EGPB,SUMBURGH,SUMBURGH,UK,59.879,-1.296
EGPC,WICK,WICK,UK,58.458999999999996,-3.093
EGPD,DYCE,ABERDEEN,UK,57.20399999999999,-2.2
EGPE,INVERNESS,INVERNESS,UK,57.54,-4.05
EGPF,GLASGOW,GLASGOW,UK,55.872,-4.433
EGPH,EDINBURGH,EDINBURGH,UK,55.95,-3.373
EGPI,ISLAY,ISLAY,UK,55.681999999999995,-6.257000000000001
EGPK,PRESTWICK,PRESTWICK,UK,55.508,-4.587
EGPL,BENBECULA,BENBECULA,UK,57.481,-7.3629999999999995
EGPM,SCATSTA,SCATSTA,UK,60.431999999999995,-1.298
EGPN,DUNDEE,DUNDEE,UK,56.453,-3.0260000000000002
EGPO,STORNOWAY,STORNOWAY,UK,58.214,-6.329
EGPU,TIREE,TIREE,UK,56.498999999999995,-6.869
EGQL,LEUCHARS,LEUCHARS,UK,56.373000000000005,-2.8680000000000003
EGQS,LOSSIEMOUTH,LOSSIEMOUTH,UK,57.705,-3.339
EGRR,BRACKNELL MET CENTER,BRACKNELL,ENGLAND,51.383,-0.7829999999999999
EGSC,CAMBRIDGE,CAMBRIDGE,ENGLAND,52.205,0.175
EGSF,CONINGTON,PETERBOROUGH,ENGLAND,52.468,-0.251
EGSH,NORWICH,NORWICH,ENGLAND,52.676,1.2830000000000001
EGSS,STANSTED,LONDON,ENGLAND,51.885,0.235
EGSX,NORTH WEALD,NORTH WEALD,UK,51.722,0.154
EGSY,SHEFFIELD CITY,FOWLMERE,ENGLAND,53.394,-1.3880000000000001
EGTC,CRANFIELD,CRANFIELD,ENGLAND,52.071999999999996,-0.617
EGTD,DUNSFOLD,DUNSFOLD,ENGLAND,51.117,-0.534
EGTE,EXETER,EXETER,ENGLAND,50.733999999999995,-3.4139999999999997
EGTG,BRISTOL FILTON,BRISTOL,ENGLAND,51.519,-2.591
EGTH,HATFIELD,HATFIELD,ENGLAND,51.766999999999996,0.25
EGTK,KIDLINGTON,OXFORD,ENGLAND,51.836999999999996,-1.32
EGUB,BENSON,BENSON,ENGLAND,51.61600000000001,-1.0959999999999999
EGUL,LAKENHEATH,LAKENHEATH,ENGLAND,52.409,0.561
EGUN,MILDENHALL,MILDENHALL,ENGLAND,52.361000000000004,0.488
EGUW,WATTISHAM,WATTISHAM,UK,52.126999999999995,0.956
EGUY,WYTON,WYTON,UK,52.357,-0.10800000000000001
EGVA,FAIRFORD,FAIRFORD,ENGLAND,51.681999999999995,-1.79
EGVN,BRIZE NORTON,BRIZE NORTON,ENGLAND,51.75,-1.584
EGVO,ODIHAM,ODIHAM,UK,51.233999999999995,-0.943
EGWC,COSFORD,COSFORD,ENGLAND,52.64,-2.306
EGWU,NORTHOLT RAF,NORTHOLT,UK,51.553000000000004,-0.418
EGXC,CONINGSBY,CONINGSBY,ENGLAND,53.093,-0.166
EGXD,DISHFORTH,DISHFORTH,ENGLAND,54.137,-1.42
EGXE,LEEMING,LEEMING,ENGLAND,54.292,-1.535
EGXG,CHURCH FENTON,CHURCH FENTON,ENGLAND,53.833999999999996,-1.195
EGXH,HONINGTON,HONINGTON,ENGLAND,52.343,0.773
EGXJ,COTTESMORE,COTTESMORE,ENGLAND,52.736000000000004,-0.649
EGXP,SCAMPTON,SCAMPTON,UK,53.306999999999995,-0.551
EGXT,WITTERING,WITTERING,UK,52.613,-0.47600000000000003
EGXU,LINTON ON OUSE,LINTON-ON-OUSE,ENGLAND,54.049,-1.252
EGXW,WADDINGTON,WADDINGTON,UK,53.166000000000004,-0.524
EGXZ,TOPCLIFFE,TOPCLIFFE,UK,54.206,-1.382
EGYC,COLTISHALL,COLTISHALL,ENGLAND,52.755,1.357
EGYD,CRANWELL,CRANWELL,ENGLAND,53.031000000000006,-0.48100000000000004
EGYE,BARKSTON HEATH,BARKSTON HEATH,ENGLAND,52.961999999999996,-0.561
EGYM,MARHAM,MARHAM,UK,52.648,0.55
EGYP,MOUNT PLEASANT,MOUNT PLEASANT,FALKLAND ISLANDS,-51.823,-58.446999999999996
EHAM,SCHIPHOL,AMSTERDAM,NETHERLANDS,52.309,4.763999999999999
EHBD,BUDEL,WEERT,NETHERLANDS,51.255,5.601
EHBK,MAASTRICHT,MAASTRICHT,NETHERLANDS,50.911,5.77
EHDL,DEELEN,DEELEN,NETHERLANDS,52.06100000000001,5.872999999999999
EHDR,DRACHTEN,DRACHTEN,NETHERLANDS,53.119,6.13
EHEH,EINDHOVEN,EINDHOVEN,NETHERLANDS,51.45,5.374
EHGG,EELDE,GRONINGEN,NETHERLANDS,53.119,6.579
EHGR,GILZE RIJEN,GILZE-RIJEN,NETHERLANDS,51.568000000000005,4.933
EHKD,DE KOOY,DE KOOY,NETHERLANDS,52.923,4.781000000000001
EHLE,LELYSTAD,LELYSTAD,NETHERLANDS,52.46,5.527
EHLW,LEEUWARDEN,LEEUWARDEN,NETHERLANDS,53.229,5.761
EHRD,ROTTERDAM,ROTTERDAM,NETHERLANDS,51.957,4.442
EHSB,SOESTERBERG,SOESTERBERG,NETHERLANDS,52.126999999999995,5.276
EHTW,TWENTHE,ENSCHEDE,NETHERLANDS,52.27,6.874
EHVB,VALKENBURG,VALKENBURG,NETHERLANDS,52.17,4.426
EHWO,WOENSDRECHT,WOENSDRECHT,NETHERLANDS,51.449,4.342
EICK,CORK,CORK,IRELAND,51.843,-8.492
EICM,GALWAY,GALWAY,IRELAND,53.301,-8.939
EIDL,DONEGAL,DONEGAL,IRELAND,55.044,-8.341000000000001
EIDW,DUBLIN,DUBLIN,IRELAND,53.42100000000001,-6.27
EIKN,CONNAUGHT,CONNAUGHT,IRELAND,53.91,-8.818
EIKY,KERRY,KERRY,IRELAND,52.181000000000004,-9.524
EIME,CASEMENT,CASEMENT,IRELAND,53.303000000000004,-6.443
EINN,SHANNON,SHANNON,IRELAND,52.702,-8.925
EISG,SLIGO,SLIGO,IRELAND,54.28,-8.599
EIWF,WATERFORD,WATERFORD,IRELAND,52.187,-7.087000000000001
EKAH,AARHUS,AARHUS,DENMARK,56.303999999999995,10.619000000000002
EKBI,BILLUND,BILLUND,DENMARK,55.74,9.152000000000001
EKCH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.655999999999999
EKEB,ESBJERG,ESBJERG,DENMARK,55.526,8.552999999999999
EKGH,GRONHOLT HILLEROD,GRONHOLT,DENMARK,55.941,12.382
EKHO,LINDTORP,LINDTORP,DENMARK,56.397,8.443
EKKA,KARUP,KARUP,DENMARK,56.297,9.124
EKLS,LAESO,LAESO,DENMARK,57.278,11.001
EKMB,LOLLAND FALSTER MARIBO,MARIBO,DENMARK,54.699,11.44
EKOD,ODENSE,ODENSE,DENMARK,55.476000000000006,10.329
EKPB,KRUSA PADBORG,KRUSA-PADBORG,DENMARK,54.87,9.279
EKRK,ROSKILDE,COPENHAGEN,DENMARK,55.586000000000006,12.130999999999998
EKRN,BORNHOLM RONNE,RONNE,DENMARK,55.063,14.759
EKSB,SONDERBORG,SOENDERBORG,DENMARK,54.964,9.792
EKSN,SINDAL,SINDAL,DENMARK,57.503,10.229
EKSP,SKRYDSTRUP,SKRYDSTRUP,DENMARK,55.225,9.264
EKSV,SKIVE,SKIVE,DENMARK,56.55,9.173
EKTS,THISTED,THISTED,DENMARK,57.068999999999996,8.705
EKVA,VANDEL,VANDEL,DENMARK,55.696999999999996,9.193
EKVD,KOLDING VAMDRUP,KOLDING,DENMARK,55.43600000000001,9.331
EKVG,VAGAR,VAGAR,FAROE ISL.,62.06399999999999,-7.277
EKVH,AARS,VESTHIMMERLAND,DENMARK,56.847,9.459
EKVJ,STAUNING,STAUNING,DENMARK,55.99,8.354
EKVL,VAERLOSE,VAERLOSE,DENMARK,55.766999999999996,12.343
EKYT,AALBORG,AALBORG,DENMARK,57.093,9.849
ELLX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626000000000005,6.211
ENAL,VIGRA,ALESUND,NORWAY,62.56,6.11
ENAN,ANDOYA,ANDOYA,NORWAY,69.293,16.144000000000002
ENAT,ALTA,ALTA,NORWAY,69.977,23.366
ENBL,BRINGELAND,FORDE,NORWAY,61.391999999999996,5.763999999999999
ENBM,BOEMOEN,BOMOEN,NORWAY,60.638999999999996,6.501
ENBN,BRONNOY,BRONNOYSUND,NORWAY,65.459,12.214
ENBO,BODO,BODOE,NORWAY,67.26899999999999,14.363
ENBR,BERGEN FLESLAND,BERGEN,NORWAY,60.293,5.218
ENBS,BATSFJORD,BATSFJORD,NORWAY,70.6,29.691999999999997
ENCN,KRISTIANSAND KJEVIK,KRISTIANSAND,NORWAY,58.20399999999999,8.085
ENDI,DAGALI,DAGLI,NORWAY,60.417,8.514
ENDU,BARDUFOSS,BARDUFOSS,NORWAY,69.056,18.54
ENEV,EVENES,EVENES,NORWAY,68.491,16.678
ENFB,OSLO FORNEBU,OSLO,NORWAY,59.896,10.617
ENFG,FAGERNES LEIRIN,FAGERNES,NORWAY,61.011,9.293
ENFL,FLORO,FLORO,NORWAY,61.583999999999996,5.025
ENGM,OSLO GARDERMOEN,OSLO,NORWAY,60.193999999999996,11.1
ENHA,STAFSBERG,HAMAR,NORWAY,60.818000000000005,11.067
ENHD,HAUGESUND KARMOY,HAUGESUND,NORWAY,59.345,5.207999999999999
ENHK,HASVIK,HASVIK,NORWAY,70.487,22.14
ENKB,KRISTIANSUND KVERNBERGET,KRISTIANSUND,NORWAY,63.111999999999995,7.824
ENKJ,KJELLER,KJELLER,NORWAY,59.968999999999994,11.036
ENKR,KIRKENES HOYBUKTMOEN,KIRKENES,NORWAY,69.725,29.886999999999997
ENLI,LISTA,LISTA,NORWAY,58.1,6.625
ENML,ARO,MOLDE,NORWAY,62.746,7.272
ENMS,KJAERSTAD,MOSJOEN,NORWAY,65.78399999999999,13.215
ENNA,BANAK,BANAK,NORWAY,70.069,24.973000000000003
ENNO,NOTODDEN,NOTODDEN,NORWAY,59.566,9.212
ENOL,ORLAND,ORLAND,NORWAY,63.699,9.604
ENRO,ROEROS,ROROS,NORWAY,62.578,11.342
ENRY,RYGGE,RYGGE,NORWAY,59.379,10.786
ENSB,SVALBARD LONGYEAR,SVALBARD,NORWAY,78.24600000000001,15.466
ENSG,SOGNDAL HAUKASEN,SOGNDAL,NORWAY,61.156000000000006,7.136
ENSN,SKIEN GEITERYGGEN,SKIEN,NORWAY,59.185,9.567
ENSO,SOERSTOKKEN,STORD,NORWAY,59.792,5.341
ENSR,SORKJOSEN,SORKJOSEN,NORWAY,69.78699999999999,20.959
ENSS,SVARTNES,SVARTNES,NORWAY,70.355,31.045
ENST,STOKKA,SANDNESSJOEN,NORWAY,65.957,12.469000000000001
ENTC,TROMSO,TROMSO,NORWAY,69.683,18.919
ENTO,TORP,TORP,NORWAY,59.187,10.259
ENVA,TRONDHEIM VAERNES,TRONDHEIM,NORWAY,63.458,10.94
ENZV,STAVANGER SOLA,STAVANGER,NORWAY,58.876999999999995,5.638
EPGD,REBIECHOWO,GDANSK,POLAND,54.376999999999995,18.465999999999998
EPKK,BALICE JP II INTERNATIONAL AIRPORT,KRAKOW,POLAND,50.078,19.785
EPKM,MUCHOWIEC,KATOWICE,POLAND,50.238,19.035
EPKO,ZEGRZE POMORSKIE,KOSZALIN,POLAND,54.042,16.264
EPKT,PYRZOWICE,KATOWICE,POLAND,50.474,19.08
EPLL,LUBLINEK,LODZ,POLAND,51.722,19.398
EPML,MIELEC,MIELEC,POLAND,50.321999999999996,21.462
EPPO,LAWICA,POZNAN,POLAND,52.42100000000001,16.826
EPRZ,JASIONKA,RZESZOW,POLAND,50.11,22.019000000000002
EPSC,GOLENIOW,SZCZECHIN,POLAND,53.585,14.902000000000001
EPSD,DABIE,SZCZECHIN,POLAND,53.391999999999996,14.634
EPSK,REDZIKOWO,SLUPSK,POLAND,54.479,17.108
EPSN,SWIDWIN,SHAPAJA,PERU,53.791000000000004,15.828
EPWA,OKECIE,WARSAW,POLAND,52.166000000000004,20.967
EPWR,STRACHOWICE,WROCLAW,POLAND,51.102,16.886
EPZG,BABIMOST,ZIELONA GORA,POLAND,52.138999999999996,15.799000000000001
ESCF,MALMEN,LINKOEPING,SWEDEN,58.402,15.526
ESCK,BRAVALLA,NORRKOEPING,SWEDEN,58.611000000000004,16.102999999999998
